"Hushåll som fått utkomststöd under året totalt";"1248";"Norra Österbotten";"17";"totalt";2023;17111;17111
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2014;86211;86211
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2015;88886;88886
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2016;90126;90126
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2017;107435;107435
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2018;106598;106598
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2019;102708;102708
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2020;111099;111099
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2021;103320;103320
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2022;98431;98431
"Hushåll som fått utkomststöd under året totalt";"1248";"Nyland";"01";"totalt";2023;97561;97561
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2014;10273;10273
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2015;10383;10383
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2016;10546;10546
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2017;13078;13078
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2018;13569;13569
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2019;13456;13456
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2020;13899;13899
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2021;12864;12864
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2022;12072;12072
"Hushåll som fått utkomststöd under året totalt";"1248";"Päijänne-Tavastland";"07";"totalt";2023;11640;11640
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2014;8096;8096
